,Date,Description,Target
3756,2020-03-17,"U.S. retail sales fell by the most in more than a year in February and the coronavirus pandemic is expected to depress sales in the months ahead, which could strengthen economists' expectations of a consumer-led recession by the second quarter.",x
3757,2020-03-17,"Retailers have been closing stores around the globe to reduce the risk of transmission of the coronavirus, which has killed over 6,500 people and infected more than 174,000 while disrupting supply and production chains.",x
3758,2020-03-17,"Wall Street suffered its biggest drop since the crash of 1987 on Monday after unprecedented steps taken by the Federal Reserve, lawmakers and the White House to slow the spread and blunt the economic hit of the coronavirus failed to restore order to markets.",x
3759,2020-03-17,"U.S. markets should stay open despite intense volatility, the head of the U.S. securities regulator said on Monday, quashing industry speculation that the government might shut down the country's exchanges to stop a plunge in stock prices.",x
3760,2020-03-17,"CureVac, the German biotech firm at the center of a row over alleged U.S. attempts to gain access to an experimental coronavirus vaccine it is developing, denied on Tuesday it had received U.S. offers for the company or its assets.",x
3761,2020-03-17,"Daimler , which owns the Mercedes-Benz luxury car brand, on Tuesday said it will suspend most of its production in Europe for two weeks in an effort to contain the spread of the new coronavirus.",x
3762,2020-03-17,British foreign minister Dominic Raab said on Tuesday the government was working with airlines to come up with the ways to support an industry badly hurt by travel restrictions put in place to combat a growing outbreak of coronavirus.,x
3763,2020-03-17,The U.S. Federal Reserve said on Tuesday it would reinstate a funding facility used during the 2008 financial crisis to get credit directly to businesses and households as fears over a liquidity crunch due to the coronavirus have grown in recent days.,x
3764,2020-03-17,"Staff at an IKEA furniture store on Sweden's west coast stumbled across a pile of around 50,000 face masks gathering dust in a warehouse and donated them to a nearby hospital this weekend.",x
3765,2020-03-17,"American Express  said http://pdf.reuters.com/htmlnews/htmlnews.asp?i=43059c3bf0e37541&u=urn:newsml:reuters.com:20200317:nBwbFGJpRa on Tuesday spending volumes fell at the end of February and well into March as the coronavirus pandemic wreaks havoc on consumer spending, leading it to forecast low-single-digit percentage revenue growth for the first quarter.",x
3766,2020-03-17,"Global airlines need to up to $200 billion of government support to help them survive the coronavirus crisis, the International Air Transport Association said on Tuesday.",x
3767,2020-03-17,"Europe's Airbus  has signaled that some government support may be needed if the coronavirus crisis lasts for several months, three people familiar with the matter said.",x
3768,2020-03-17,"Nissan has stopped output at Britain's biggest car factory due to the impact from coronavirus as it assesses supply-chain disruption and the drop in demand, the most significant closure to affect the country's autos sector so far from the outbreak.",x
3769,2020-03-17,"Facebook Inc said Tuesday it plans to award $100 million in cash grants and ad credits for up to 30,000 small businesses in over 30 countries to address the economic impact of the  coronavirus outbreak.",x
3770,2020-03-17,"The coronavirus shockwaves rippling through U.S. stocks are forcing investors to contemplate outcomes more dire than a recession, including several quarters of declining economic activity, a credit crisis or even a depression.",x
3771,2020-03-17,"(The March 16 story clarifies that part of paragraph 14 came from source familiar, not company email)",x
3772,2020-03-17,"U.S. job openings rebounded in January after two straight monthly declines, but signs of strength in the labor market at the start of the year have been overshadowed by the coronavirus pandemic, which has severely disrupted economic activity.",x
3773,2020-03-17,"Carmaker Ford  is suspending production at its plants in the western German cities of Cologne and Saarlouis due to the coronavirus epidemic, a source told Reuters.",x
3774,2020-03-17,"U.S. business inventories fell as expected in January, suggesting that any lift to gross domestic product in the first quarter from a shrinking trade deficit was likely to be offset by a slow pace of inventory accumulation.",x
3775,2020-03-17,"Amazon.com Inc  on Monday said it would hire 100,000 warehouse and delivery workers in the United States to deal with a surge in online orders, as many consumers have turned to the web to meet their needs during the coronavirus outbreak.",x
3776,2020-03-17,"McDonald's Corp  is considering rent deferral and other measures to ensure liquidity at its franchisees around the world, amid curbs on dine-in restaurants to contain the spread of the coronavirus, a regulatory filing showed on Tuesday.",x
3777,2020-03-17,"Volkswagen  will raise the amount of nickel used in it electric car battery cells to 80% in the next year from 65% at present, Frank Blome, head of battery cells at the carmaker said on Tuesday.",x
3778,2020-03-17,Standard Chartered on Tuesday said it expects global oil demand to decline by a record amount in 2020 citing the rapidly spreading coronavirus and the travel restrictions imposed to contain it.,x
3779,2020-03-17,European airlines on Tuesday called on governments to draw up a package of measures including deferring taxes to rescue the struggling industry as the crisis caused by the coronavirus pandemic deepens.,x
3780,2020-03-17,(This March 16 story corrects spelling error in headline and first paragraph),x
3781,2020-03-17,"Ventas Inc  said on Tuesday it was experiencing a slowdown in move-ins at its senior housing business and withdrew its 2020 financial forecasts, as the coronavirus pandemic raises the risk of tenants moving out.",x
3782,2020-03-17,"Fiat Chrysler (FCA) has resumed limited production at its Atessa facility in Italy, the automaker's only open assembly plant, having halted operations at most of its European factories, a spokesman said on Tuesday.",x
3783,2020-03-17,"Volkswagen  said its diesel cheating scandal has cost it 31.3 billion euros ($34.69 bln) in fines and settlements, and the German carmaker expects cash outflows to continue until 2021, adding that these have already been provisioned for.",x
3784,2020-03-17,"Volkswagen Group , the world's biggest carmaker, is suspending production at factories across Europe as the coronavirus pandemic hits sales and disrupts supply chains, the company said on Tuesday.",x
