,Description,Target
1700,"A nearly $500 billion spending deal reached by U.S. Senate leaders on Tuesday does not expand payroll assistance to struggling local newspapers and broadcast stations, whose advertising revenues have plummeted during the coronavirus pandemic.",negative
1701,"U.S. House Speaker Nancy Pelosi and Senate Democratic leader Chuck Schumer welcomed a bipartisan deal reached on small business loan support, along with money for hospitals and testing, and said the U.S. Congress would aim to pass it this week.",positive
1702,U.S. President Donald Trump on Tuesday welcomed the agreement reached between Republican and Democratic lawmakers to provide more coronavirus relief funding for small businesses and others.,positive
1703,"The Trump administration is considering the possibility of providing liability protection to small businesses that reopen and put their employees back to work as the nation tries to repair the economic damage wrought by the coronavirus, a top White House adviser said on Tuesday.",neutral
1704,"Ten of the world's largest banks, including JPMorgan Chase and Bank of America, have been sued for allegedly conspiring over nearly 14 years to rig prices in the $9.6 trillion U.S. corporate bond market, costing ordinary investors billions of dollars.",negative
1705,"A California regulator has asked PG&E Corp for governance and oversight changes to its reorganization plan, while proposing about $2 billion in penalties for the San-Francisco based utility's role in causing the devastating 2017 and 2018 wildfires in California.",neutral
1706,"The U.S. housing regulator on Tuesday provided some long-awaited relief for mortgage firms facing billions of dollars of missed home loan repayments, although industry officials said more liquidity assistance was needed.",positive
1707,"JPMorgan Chase & Co, the largest U.S. lender, said on Tuesday it was working on a plan to bring thousands of employees who have been working from home for more than five weeks back onsite in stages, according to an internal memo seen by Reuters.",neutral
1708,Investors are in for more bad news on the energy front in the coming weeks as a host of the sector's biggest companies report quarterly results following the historic collapse in oil prices.,negative
1709,"Online travel services company Expedia Group Inc  is in advanced talks to sell a stake to private-equity firms Silver Lake Partners and Apollo Global Management Inc  for about $1 billion, the Wall Street Journal reported on Tuesday.",neutral
1710,"Activist investor ValueAct Capital Partners LP has built a stake of over $1.1 billion in Nintendo , according to a letter seen by Reuters, a bet that digital software distribution and the development of new entertainment products will fuel growth at the Japanese gaming company.",neutral
1711,"Blockchain firm Ripple sued Alphabet Inc's YouTube on Tuesday, alleging the video-sharing platform failed to protect consumers from cryptocurrency ""giveaway"" scams that use fake social media profiles to dupe victims into sending money.",negative
1712,"It is illegal for oil producers to meet to discuss pushing up oil prices under U.S. antitrust law, but perfectly legal if state regulators or the federal government set lower production levels for them, legal experts said.",neutral
1713,"Brent oil futures prices plunged again on Tuesday, extending oil market panic into a second day with no end in sight to a swelling global crude glut as the coronavirus pandemic has obliterated demand for fuel.",negative
1714,Wall Street tumbled for a second straight day on Tuesday as a collapse in U.S. oil prices and glum forecasts by companies worsened fears of a deep economic downturn.,negative
1715,The U.S. Senate on Tuesday unanimously passed legislation providing nearly $500 billion in additional federal aid to help small businesses hurt by the coronavirus pandemic and to aid hospitals dealing with large numbers of seriously ill patients.,positive
1716,"The crash in U.S. crude prices has turned a reliable commodity less than worthless and given fresh urgency to bearish voices, who say it sounds alarm bells for global growth and are bracing for a catastrophic collapse in asset prices.",negative
1717,"Texas Instruments Inc  on Tuesday reported better-than-expected results for the first quarter but forecast current-quarter revenue and profit largely below Wall Street estimates, as the chip industry braces for a big hit from the coronavirus outbreak.",negative
1718,"Snap Inc  on Tuesday beat Wall Street estimates for quarterly revenue and user growth for its Snapchat app, as more people seek entertainment while they stay at home during the global coronavirus pandemic.",positive
1719,Fiat Chrysler Automobiles N.V.   said on Tuesday it had drawn down on a 6.25 billion euro ($6.79 billion) credit line to buffer its cash reserves during the uncertainty around the coronavirus health crisis.,negative
1720,"Chipotle Mexican Grill Inc  on Tuesday reported that soaring digital and delivery sales driven by the coronavirus crisis helped offset the impact of shuttered dining rooms, and the fast-casual chain said it had enough cash and liquidity to get through the next year, sending its shares up more than 5%.",positive
